"id","title","years","duration","rating","people_rating","critic_rating","votes"
11284,"Freedom","2023","109",NULL,"8.1",NULL,"508"
11285,"Shoah","1985","566","PG","8.7","99","10,171"
11286,"Schulmädchen-Report 3. Teil - Was Eltern nicht mal ahnen","1972","97","X","4.5",NULL,"477"
11287,"Death Walks Behind You","2023","80",NULL,NULL,NULL,"N/A"
11288,"Straight to Hell","1987","86","15","5.6",NULL,"2,733"
11289,"Vamos a la playa","2022","91",NULL,"6.1",NULL,"61"
11290,"Blind","2014","96","18","6.8","83","9,004"
11291,"Airport '77","1977","114","A","5.8","36","12,093"
11292,"Deep Cover","1992","107","18","7.0","67","13,649"
11293,"Breeders","1986","77","18","3.8",NULL,"2,592"
11294,"Tokyo Gore Police","2008","110","18","5.9",NULL,"12,533"
11295,"Adulterers","2015","91","Not Rated","5.1",NULL,"1,894"
11296,"Good Kids","2016","86","R","6.1",NULL,"10,846"
11297,"Hatari!","1962","157","U","7.1",NULL,"14,010"
11298,"Knife + Heart","2018","102","18","6.3","70","5,417"
11299,"Hurricanna",NULL,"N/A",NULL,NULL,NULL,"N/A"
11300,"The Perfect Guy","2015","100","15","5.6","36","11,157"
11301,"Ruthless","2023","92","15",NULL,NULL,"N/A"
11302,"The Occupant","2020","103","TV-MA","6.4",NULL,"19,386"
11303,"The Music of Silence","2017","115","PG","6.6","25","2,244"
11304,"Stan & Ollie","2018","98","PG","7.2","75","39,409"
11305,"Crazy/Beautiful","2001","99","12","6.4","61","25,410"
11306,"Wind River: Rising",NULL,"N/A",NULL,NULL,NULL,"N/A"
11307,"Adagio","2023","127",NULL,"6.4","64","110"
11308,"A Christmas Carol","2001","81","U","5.3",NULL,"2,101"
11309,"Girl","2020","92","15","4.9",NULL,"3,873"
11310,"The Lovers","2017","97","15","6.1","76","4,082"
11311,"Domestic Disturbance","2001","89","12","5.6","29","28,464"
11312,"The Candidate","1972","110","PG","7.0","66","11,727"
11313,"All the Young Men","1960","87","Approved","6.2",NULL,"619"
11314,"Black Widow","1987","102","15","6.4","70","10,800"
11315,"The Heartbreak Kid","1972","106","PG","7.0","74","5,457"
11316,"The Queenstown Kings","2023","137","TV-MA","6.6",NULL,"120"
11317,"The Takedown","2022","119","15","5.8","43","8,500"
11318,"Tamara Drewe","2010","107","15","6.2","64","22,493"
11319,"Both Sides of the Blade","2022","116","15","6.1","72","3,243"
11320,"Untitled Adventures of Tintin Sequel",NULL,"N/A",NULL,NULL,NULL,"N/A"
11321,"Get on Up","2014","139","12A","6.9","71","25,814"
11322,"Irresistible","2006","103","15","5.7",NULL,"6,547"
11323,"Monsoon Wedding","2001","114","15","7.3","77","26,478"
11324,"To Live","1994","133","12","8.3",NULL,"20,033"
11325,"One Last Dance","2003","101","12","5.3",NULL,"1,627"
11326,"Aviva","2020","116","18","5.3","65","515"
11327,"For Your Consideration","2006","86","12A","6.3","68","15,707"
11328,"Dark Entities","2023","119",NULL,"4.7",NULL,"139"
11329,"Things to Come","1936","117","A","6.6",NULL,"8,812"
11330,"Dante's Hotel","2023","99","TV-MA","5.1",NULL,"238"
11331,"Hesher","2010","106","15","6.9","45","53,752"
11332,"Bezos","2023","99","R","4.4",NULL,"1,873"
11333,"All Is True","2018","101","12A","6.3","59","5,294"
11334,"Heir of the Witch","2023","94","R","5.1",NULL,"589"
11335,"After Porn Ends","2012","94","18","5.7",NULL,"8,076"
11336,"Monkey Shines","1988","113","18","6.2","71","12,797"
11337,"Earthlings","2005","95",NULL,"8.6",NULL,"19,578"
11338,"Bleeding Steel","2017","109","15","5.1","43","10,878"
11339,"The Conqueror","1956","111","PG","3.7",NULL,"3,800"
11340,"The Heavenly Kid","1985","90","15","6.3","30","5,502"
11341,"Le Dîner de Cons","1998","80","15","7.6","73","43,701"
11342,"The Ultimate Life","2013","105","PG","6.0","19","1,589"
11343,"Northern Shade","2022","95",NULL,"6.5",NULL,"87"
11344,"Confessions of a Young American Housewife","1974","80","X","5.5",NULL,"652"
11345,"Orphan","2016","111",NULL,"6.0",NULL,"1,258"
11346,"Happy End","2017","107","15","6.6","72","16,640"
11347,"Chasers","1994","102","15","5.2","44","7,066"
11348,"The Slammin' Salmon","2009","99","12","6.4","40","15,216"
11349,"Red","2008","93","15","6.9","61","12,544"
11350,"Lovers and Other Relatives","1974","96","X","5.5",NULL,"732"
11351,"Prison Ship","1986","86","18","3.6",NULL,"1,249"
11352,"Yara","2021","96","15","6.3",NULL,"6,108"
11353,"Gantz: O","2016","95","15","7.1",NULL,"16,380"
11354,"Lawman","1971","99","AA","7.0","52","5,622"
11355,"Sanctioning Evil","2022","110","15","6.2",NULL,"3,849"
11356,"Eloïse","2009","92","15","6.3",NULL,"2,194"
11357,"Dominion","2018","120","Not Rated","9.0",NULL,"4,259"
11358,"La strada","1954","108","A","8.0",NULL,"65,829"
11359,"No Man's Land","1987","107","15","6.1","52","5,274"
11360,"The Game Changers","2018","86","15","7.8",NULL,"21,464"
11361,"Dilwale","2015","158","12A","5.0",NULL,"37,532"
11362,"Miss March","2009","90","15","5.0","7","22,137"
11363,"Leave It to Beaver","1997","84","PG","5.1","42","4,509"
11364,"Edtv","1999","122","12","6.1","48","44,671"
11365,"Flux Gourmet","2022","111","15","5.9","79","2,919"
11366,"Broken Embraces","2009","127","15","7.2","76","42,345"
11367,"Dog Gone","2023","95","PG","6.1","42","5,782"
11368,"Gemma Bovery","2014","99","15","6.4","58","6,776"
11369,"Sweet Sugar","1972","90","18","5.2",NULL,"775"
11370,"Padman","2018","140","12A","7.9",NULL,"28,181"
11371,"Avanti!","1972","144","X","7.2",NULL,"11,435"
11372,"Norwegian Wood","2010","133","15","6.3","58","12,315"
11373,"The Beast Within","1982","98","18","5.5","42","4,420"
11374,"Nightwatch","1997","101","18","6.2","40","20,972"
11375,"Saving Bikini Bottom: The Sandy Cheeks Movie","2024","N/A",NULL,NULL,NULL,"N/A"
11376,"Rocco and His Brothers","1960","179","X","8.2","84","20,782"
11377,"I Am All Girls","2021","107","15","6.0",NULL,"7,079"
11378,"This Is It","2009","111","PG","7.2","67","41,545"
11379,"The United States vs. Billie Holiday","2021","126","15","6.3","52","14,342"
11380,"The Bay","2012","85","15","5.7","65","29,152"
11381,"She Knows Y' Know","1962","72","A","6.0",NULL,"106"
11382,"Written on the Wind","1956","99","A","7.4","86","13,080"
11383,"Nowhere Men",NULL,"N/A",NULL,NULL,NULL,"N/A"
11384,"Problemista","2023","98","R","7.0","74","94"
11385,"Beverly Hills Chihuahua","2008","91","U","3.9","41","25,537"
11386,"Butter","2022","111","PG-13","5.9","45","673"
11387,"Circus Maximus","2023","75",NULL,"6.2",NULL,"589"
11388,"Beowulf & Grendel","2005","104","15","5.8","53","18,465"
11389,"The Man Without a Face","1993","115","12","6.7","62","30,667"
11390,"Coma","2019","111","15","6.3",NULL,"11,344"
11391,"Doctor Jekyll","2023","90","15","5.1",NULL,"172"
11392,"One Night Stand","1997","102","18","5.9",NULL,"7,163"
11393,"Rob the Mob","2014","104","15","6.3","63","11,650"
11394,"Impetigore","2019","106","Not Rated","6.6",NULL,"6,933"
11395,"The Big Town","1987","109","15","5.9","48","2,504"
11396,"The Double","2011","98","12","5.9","37","31,336"
11397,"Emperor",NULL,"N/A",NULL,NULL,NULL,"N/A"
11398,"Hopeless","2023","133",NULL,"6.2",NULL,"249"
11399,"Mr. & Mrs. Smith","1941","95","A","6.3",NULL,"11,136"
11400,"Delhi Belly","2011","103","15","7.5","66","31,592"
11401,"The Tailor of Panama","2001","109","15","6.1","66","30,767"
11402,"Death and the Maiden","1994","103","18","7.2","72","26,345"
11403,"Warning","2021","86","15","4.6","53","5,808"
11404,"Noroi","2005","115","Not Rated","6.9",NULL,"14,858"
11405,"The Cleansing Hour","2019","94","Not Rated","6.0",NULL,"8,175"
11406,"The Bye Bye Man","2017","96","15","4.3","37","25,603"
11407,"Snow White: A Tale of Terror","1997","100","15","6.1",NULL,"11,211"
11408,"The Garbage Pail Kids Movie","1987","97","PG","2.7","1","8,535"
11409,"Real Steel 2",NULL,"N/A",NULL,NULL,NULL,"N/A"
11410,"Black Sea","2014","114","15","6.4","62","40,422"
11411,"A Kid in King Arthur's Court","1995","89","PG","4.7","34","6,648"
11412,"Renegades","2017","106","12A","5.5","33","10,728"
11413,"Calvaire","2004","88","18","6.1","52","13,486"
11414,"Psycho III","1986","93","18","5.5","58","16,177"
11415,"Henry Fool","1997","137","18","7.1","68","7,694"
11416,"Metropolis","2001","108","PG","7.2","75","22,338"
11417,"Bounce","2000","106","12","5.8","52","21,564"
11418,"Shelby Oaks","1h 39m","N/A",NULL,NULL,NULL,"N/A"
11419,"Tomboy","2011","82","U","7.4","74","21,968"
11420,"Crazy on the Outside","2010","96","12","5.5","21","6,745"
11421,"Tea with Mussolini","1999","117","PG","6.9","53","14,047"
11422,"Thiruchitrambalam","2022","131","12A","7.9",NULL,"14,017"
11423,"Masculin Féminin","1966","110","X","7.4","93","17,017"
11424,"Love in the Afternoon","1957","130","A","7.1","73","16,779"
11425,"A Very Brady Sequel","1996","90","12","5.9","56","11,619"
11426,"Twelve","2010","93","15","5.6","22","12,574"
11427,"Honeymoon","2014","87","15","5.7","65","27,080"
11428,"Straight Time","1978","114","X","7.4","64","9,904"
11429,"Japan","2023","156","15","3.3",NULL,"1,320"
11430,"Melissa P.","2005","100","18","4.8",NULL,"6,936"
11431,"Dersu Uzala","1975","142","U","8.2",NULL,"32,802"
11432,"The Man Who Laughs","1928","110","A","7.6",NULL,"7,812"
11433,"Fantasia 2000","1999","75","U","7.1","59","40,790"
11434,"Street Fighter II: The Animated Movie","1994","102","15","7.2",NULL,"9,703"
11435,"Everybody's Talking About Jamie","2021","115","12A","6.5","62","7,496"
11436,"Wild Rose","2018","101","15","7.1","80","14,937"
11437,"Stree","2018","128","15","7.5",NULL,"37,659"
11438,"The Miracle","2015","136","12A","7.6",NULL,"13,848"
11439,"Kushi","2023","163","12A","5.5",NULL,"7,215"
11440,"4 Kings","2021","139",NULL,"6.3",NULL,"502"
11441,"Armour of God","1986","88","15","6.9",NULL,"21,575"
11442,"Joyride","2022","94",NULL,"6.1","48","1,469"
11443,"Breaking Wind Part 1","2012","82","15","2.3",NULL,"4,966"
11444,"Car Wash","1976","97","A","6.2","71","8,043"
11445,"The Fall of the Roman Empire","1964","188","PG","6.7",NULL,"9,943"
11446,"211","2018","86","15","4.4","21","9,176"
11447,"City of Trees","2019","87","Unrated","6.1",NULL,"684"
11448,"The Comeback","2023","92","13+","5.1",NULL,"136"
11449,"Superhost","2021","84","18","5.5",NULL,"4,206"
11450,"Willow Creek","2013","80","15","5.1","62","12,566"
11451,"Dad's Army","2016","100","PG","5.2","38","8,376"
11452,"Tiger House","2015","80","15","5.2",NULL,"4,802"
11453,"Takht",NULL,"N/A",NULL,NULL,NULL,"N/A"
11454,"Machete Kills in Space",NULL,"N/A",NULL,NULL,NULL,"N/A"
11455,"The Land of Steady Habits","2018","98","TV-MA","6.2","71","8,778"
11456,"Montana Story","2021","114","R","6.5","73","3,129"
11457,"Untitle Denzel Washington Project",NULL,"N/A",NULL,NULL,NULL,"N/A"
11458,"Il migliore dei mondi","2023","102",NULL,"6.3",NULL,"953"
11459,"Along With the Gods: The Last 49 Days","2018","142","15","7.1",NULL,"8,747"
11460,"Escobar: Paradise Lost","2014","120","15","6.5","56","23,140"
11461,"Loose Screws","1985","88","18","4.4",NULL,"1,480"
11462,"The Willoughbys","2020","90","PG","6.4","68","21,074"
11463,"Soorarai Pottru","2020","153","15","8.7",NULL,"122,087"
11464,"Beyond the Sky","2022","112",NULL,"6.0",NULL,"447"
11465,"Mortal","2020","104","15","5.9","20","10,358"
11466,"Dark Blood","2012","86","TV-PG","6.3",NULL,"1,410"
11467,"The Book of Solutions","2023","102",NULL,"6.5","65","1,040"
11468,"Victim/Suspect","2023","90","18","6.9","67","1,731"
11469,"Rampart","2011","108","15","5.8","70","24,977"
11470,"Resolution","2012","93","15","6.4","80","19,126"
11471,"The Plus One","2023","94","12","3.8",NULL,"109"
11472,"Their Finest","2016","117","12A","6.8","76","21,014"
11473,"The Wackness","2008","99","15","6.9","61","31,154"
11474,"Sara's School Life","2023","104","12A",NULL,NULL,"N/A"
11475,"Operation Dumbo Drop","1995","107","PG","5.2","48","9,600"
11476,"Witchboard","1986","98","15","5.7","45","8,054"
11477,"The Bear","1988","96","PG","7.7","60","18,838"
11478,"First Girl I Loved","2016","90","Not Rated","6.1","61","3,962"
11479,"Based on a True Story","2017","100",NULL,"5.7","43","7,238"
11480,"Liberty","2019","138","18","4.6","51","1,350"
11481,"More Than Ever","2022","123","15","6.7","73","1,241"
11482,"The Reef: Stalked","2022","93","15","4.2","41","5,222"
11483,"Fun Mom Dinner","2017","81","15","5.3","46","6,339"
11484,"King of the Ants","2003","102","18","6.1",NULL,"4,496"
11485,"Very Good Girls","2013","91","15","5.9","35","16,233"
11486,"The Seasoning House","2012","90","18","6.1",NULL,"10,863"
11487,"Guyver","1991","88","15","4.9",NULL,"5,836"
11488,"Che: Part One","2008","134","15","7.2",NULL,"47,581"
11489,"Black Sunday","1977","143","AA","6.8","57","8,915"
11490,"Bones of Crows","2022","124",NULL,"6.6",NULL,"530"
11491,"The Man Who Cried","2000","100","12","6.1","40","16,267"
11492,"Paramporul","2023","146",NULL,"7.4",NULL,"1,558"
11493,"The Trust","2016","92","15","5.4","58","20,403"
11494,"Scorching Sands","1963","124","U","5.5",NULL,"192"
11495,"Carmen & Lola","2018","103","18","7.1",NULL,"3,287"
11496,"The Perfect Man","2005","100","PG","5.4","27","31,823"
11497,"True Stories","1986","89","PG","7.2","67","7,307"
11498,"Cold in July","2014","109","15","6.7","73","37,170"
11499,"14 Peaks: Nothing Is Impossible","2021","101","12A","7.7","68","29,470"
11500,"Creature","1985","95","18","4.4",NULL,"4,604"
11501,"I Still See You","2018","98","15","5.8","31","11,216"
11502,"Golden Delicious","2022","120","15","6.5",NULL,"360"
11503,"Ilsa, the Wicked Warden","1977","87","18","4.5",NULL,"2,623"
11504,"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask","1972","88","X","6.7","66","41,285"
11505,"Unicorn Store","2017","92","PG","5.6","44","20,562"
11506,"MK Ultra","2022","98","15","5.1",NULL,"8,008"
11507,"Au Pair Girls","1972","86","18","4.9",NULL,"894"
11508,"Euphoria","2017","104","15","5.7","32","4,635"
11509,"Crypt of Evil","2023","N/A",NULL,NULL,NULL,"N/A"
11510,"Battle for Sevastopol","2015","110","15","7.0",NULL,"13,629"
11511,"In the Land of Women","2007","97","12","6.4","47","32,480"
11512,"Mongol","2007","126","15","7.2","74","48,584"
11513,"Don 3: The Final Chapter","2025","N/A",NULL,NULL,NULL,"N/A"
11514,"The Brand New Testament","2015","114","15","7.1","70","34,415"
11515,"The Flamingo Kid","1984","100","15","6.2","67","5,981"
11516,"Ninja","2009","86","18","5.5",NULL,"13,836"
11517,"Radium Girls","2018","102","Not Rated","6.3","52","2,168"
11518,"In the Earth","2021","107","15","5.1","63","11,174"
11519,"Pretty Maids All in a Row","1971","91","X","6.1",NULL,"2,614"
11520,"Crash Pad","2017","91","15","5.8","46","5,559"
11521,"The Paradise Motel","2022","80",NULL,"3.5",NULL,"75"
11522,"Desperate Measures","1998","100","15","6.1",NULL,"17,598"
11523,"Like Sheep Among Wolves","2023","100",NULL,"6.5",NULL,"239"
11524,"The Promotion","2008","86","15","5.6","51","19,456"
11525,"Gulmohar","2023","131",NULL,"7.6",NULL,"4,671"
11526,"A Face in the Crowd","1957","126","A","8.2","72","16,815"
11527,"Navy Seals","1990","113","15","5.5","38","17,717"
11528,"First Kid","1996","101","PG","5.2","48","11,413"
11529,"Slackers","2002","86","15","5.3","12","15,128"
11530,"Little Rascals: Best of Our Gang","1930","84","Not Rated","7.7",NULL,"276"
11531,"Every Girl Should Be Married","1948","85","A","6.2",NULL,"2,588"
11532,"A Man Called Horse","1970","114","AA","6.8","46","9,242"
11533,"Special Forces","2011","109","15","6.3","37","19,388"
11534,"In the Lost Lands",NULL,"N/A",NULL,NULL,NULL,"N/A"
11535,"Bobbie Jo and the Outlaw","1976","88","X","5.4",NULL,"1,323"
11536,"Heavy Traffic","1973","77","X","6.5",NULL,"3,614"
11537,"Beyond the Infinite Two Minutes","2020","70","12","7.3",NULL,"7,107"
11538,"The Baader Meinhof Complex","2008","150","18","7.3","76","39,522"
11539,"Certified Copy","2010","106","12A","7.2","82","26,326"
11540,"Julieta","2016","99","15","7.1","73","33,554"
11541,"Beat Street","1984","105","PG","6.5","68","4,232"
11542,"Men in Hope","2011","115",NULL,"7.0",NULL,"4,529"
11543,"Jessabelle","2014","90","15","5.4","37","25,525"
11544,"Once Upon a Crime...","1992","94","PG","5.8","35","5,161"
11545,"Neon Maniacs","1986","91","18","5.0",NULL,"2,959"
11546,"Monster Grizzly","2023","N/A",NULL,"2.8",NULL,"28"
11547,"Mandela: Long Walk to Freedom","2013","141","12A","7.1","60","28,829"
11548,"Life with Luca","2023","90",NULL,"8.2",NULL,"57"
11549,"In the House","2012","105","15","7.3","72","33,884"
11550,"Querelle","1982","108","18","6.7",NULL,"7,234"
11551,"Cannibal Women in the Avocado Jungle of Death","1989","90","12","4.8","32","3,400"
11552,"PVT CHAT","2020","86","18","5.9","61","1,806"
11553,"Volunteers","1985","107","15","5.5","55","10,314"
11554,"The Inventor","2023","100","PG","6.3","67","258"
11555,"Grand Isle","2019","97","15","4.7","29","5,469"
11556,"Blood Machines","2019","N/A",NULL,"6.1",NULL,"3,785"
11557,"Holidays","2016","105","18","5.1","50","11,763"
11558,"The 51st State","2001","93","18","6.3","23","50,590"
11559,"My Father's Dragon","2022","99","PG","6.5","74","3,311"
11560,"Mame","1974","132","A","5.9",NULL,"3,377"
11561,"Monstrous","2022","88","15","4.7","52","4,420"
11562,"Darby O'Gill and the Little People","1959","93","U","7.1","80","9,001"
11563,"Angel and the Badman","1947","100","PG","6.8",NULL,"6,535"
11564,"Exists","2014","81","15","5.2","22","10,478"
11565,"Ecstasy","2017","90","18","3.7",NULL,"658"
11566,"The Dog Who Stopped the War","1984","92","G","7.5",NULL,"2,028"
11567,"The Swinging Cheerleaders","1974","91","18","5.1",NULL,"1,253"
11568,"The Neighbour","2017","97","15","4.8",NULL,"5,965"
11569,"Bring Me the Head of Alfredo Garcia","1974","112","X","7.4","80","21,186"
11570,"My Life as a Dog","1985","101","PG","7.6","82","22,190"
11571,"From the Ashes","2024","N/A",NULL,NULL,NULL,"N/A"
11572,"Love Jones","1997","109","15","7.3","65","5,480"
11573,"An Ideal Husband","1999","97","PG","6.8","67","16,574"
11574,"xXx²: The Next Level","2005","101","12A","4.5","37","72,990"
11575,"Black or White","2014","121","12","6.6","45","13,749"
11576,"Day for Night","1973","116","AA","8.0",NULL,"24,397"
11577,"Laughter in the Dark",NULL,"N/A",NULL,NULL,NULL,"N/A"
11578,"All That Breathes","2022","97","12A","7.0","87","4,471"
11579,"Days of Wine and Roses","1962","117","X","7.8","74","13,764"
11580,"Rise of the Teenage Mutant Ninja Turtles","2022","82","PG","6.2","61","6,675"
11581,"Sorceress","1982","83","18","4.4",NULL,"2,553"
11582,"Kill","2023","115",NULL,"7.6",NULL,"84"
11583,"Immediate Family","2022","102",NULL,"9.4",NULL,"29"
11584,"Zandalee","1991","100","18","4.3",NULL,"4,093"
11585,"River of No Return","1954","91","PG","6.6",NULL,"12,587"
11586,"Loft","2008","118",NULL,"7.3",NULL,"24,684"
11587,"Paranoia","2013","106","12A","5.6","32","39,020"
11588,"The Saint of Second Chances","2023","93","12","7.5","71","763"
11589,"Cedar Rapids","2011","87","15","6.3","70","39,273"
11590,"Ace High","1968","132","A","6.5",NULL,"4,699"
11591,"Little Women","1933","115","U","7.2","92","7,764"
11592,"Shaun the Sheep Movie: Farmageddon","2019","86","U","6.8","79","15,173"
11593,"Girl Crazy","1943","99","U","6.8","84","2,205"
11594,"Natty Knocks","2023","94",NULL,"4.2",NULL,"839"
11595,"Titanic","1953","98","A","7.0",NULL,"7,532"
11596,"Wedding Season","2022","98","PG","6.3","57","10,698"
11597,"Kite","2014","90","15","4.4","19","6,531"
11598,"La llorona","2019","97","Not Rated","6.6","79","7,538"
11599,"The Phantom of the Opera","1989","93","15","5.5",NULL,"4,449"
11600,"Paris Can Wait","2016","92","PG","5.8","48","9,567"
11601,"A Day to Die","2022","105","15","3.5",NULL,"4,811"
11602,"The Shooting","1966","82","A","6.5",NULL,"6,256"
