"id","title","genre","years","duration","rating","people_rating","critic_rating","votes"
2085,"Dennis the Menace","Comedy","1993","94","PG","5.6","49","63,973"
2086,"The World Is Not Enough","Action","1999","128","12","6.4","57","207,895"
2087,"Murder Mystery 2","Action","2023","90","12","5.7","44","64,011"
2088,"Tomorrow Never Dies","Action","1997","119","12","6.5","52","202,480"
2089,"The Garden of Eden","Drama","2008","111","R","5.2","28","1,134"
2090,"Jacob's Ladder","Drama","1990","113","18","7.4","62","116,147"
2091,"Austin Powers in Goldmember","Action","2002","94","12","6.2","62","220,000"
2092,"Long Shot","Comedy","2019","125","15","6.8","67","119,338"
2093,"Barbarella","Adventure","1968","98","X","5.8","51","37,072"
2094,"Never Let Me Go","Drama","2010","103","12A","7.1","69","151,392"
2095,"The Right Stuff","Adventure","1983","193","15","7.8","91","64,472"
2096,"Original Sin","Drama","2001","116","18","6.0","33","59,085"
2097,"Scary Movie 2","Comedy","2001","83","18","5.3","29","172,364"
2098,"Lolita","Crime","1962","153","X","7.5","79","107,147"
2099,"Sister Act 2: Back in the Habit","Comedy","1993","107","PG","5.7","38","57,503"
2100,"Mank","Biography","2020","131","12A","6.8","79","81,147"
2101,"Cry-Baby","Comedy","1990","85","12","6.5","63","63,923"
2102,"Zombieland: Double Tap","Action","2019","99","15","6.7","55","195,875"
2103,"Brave","Animation","2012","93","PG","7.1","69","434,156"
2104,"U-571","Action","2000","116","12","6.6","62","85,919"
2105,"Triangle","Fantasy","2009","99","15","6.9",NULL,"126,581"
2106,"Billy Madison","Comedy","1995","89","12","6.3","16","153,809"
2107,"Central Intelligence","Action","2016","107","12A","6.3","52","207,986"
2108,"Memory","Action","2022","114","18","5.7","41","33,429"
2109,"Five Feet Apart","Drama","2019","116","12A","7.2","53","79,617"
2110,"The First Wives Club","Comedy","1996","103","PG","6.4","58","53,131"
2111,"You Hurt My Feelings","Comedy","2023","93","15","6.6","80","8,781"
2112,"Role Models","Comedy","2008","99","15","6.8","61","238,927"
2113,"Burnt","Comedy","2015","101","15","6.6","42","130,124"
2114,"Wild Tales","Comedy","2014","122","15","8.1","77","211,888"
2115,"Licence to Kill","Action","1989","133","15","6.6","58","110,436"
2116,"Megamind","Animation","2010","95","PG","7.3","63","287,361"
2117,"The Eight Mountains","Drama","2022","147","12","7.7","78","12,104"
2118,"The Fighter","Action","2010","116","15","7.8","79","384,224"
2119,"A History of Violence","Action","2005","96","18","7.4","82","249,600"
2120,"Security","Action","2017","88","15","5.7",NULL,"21,337"
2121,"The Age of Innocence","Drama","1993","139","U","7.2","90","66,045"
2122,"Pitch Perfect 2","Comedy","2015","115","12A","6.4","63","167,844"
2123,"The Harrad Experiment","Comedy","1973","97","X","4.6",NULL,"883"
2124,"Ponyo","Animation","2008","101","U","7.6","86","157,403"
2125,"The Knight Before Christmas","Adventure","2019","92","12","5.6",NULL,"19,805"
2126,"A Silent Voice","Animation","2016","130","12A","8.1","78","96,069"
2127,"Magic Mike's Last Dance","Comedy","2023","112","15","5.2","52","15,121"
2128,"Run Hide Fight","Action","2020","109","15","6.3","13","26,423"
2129,"Moana","Adventure","2025","N/A",NULL,NULL,NULL,"N/A"
2130,"To Kill a Mockingbird","Crime","1962","129","A","8.3","88","328,473"
2131,"American Assassin","Action","2017","111","18","6.2","45","87,596"
2132,"Dear John","Drama","2010","108","12A","6.3","43","156,077"
2133,"Snow White and the Seven Dwarfs","Animation","1937","83","A","7.6","96","212,004"
2134,"Forgetting Sarah Marshall","Comedy","2008","111","15","7.1","67","298,573"
2135,"Breakfast at Tiffany's","Comedy","1961","115","PG","7.6","76","189,203"
2136,"Manhunter","Crime","1986","120","18","7.2","75","79,255"
2137,"The Adjustment Bureau","Crime","2011","106","12A","7.0","60","267,449"
2138,"The Mighty Ducks","Comedy","1992","104","PG","6.5","46","70,549"
2139,"Slumdog Millionaire","Crime","2008","120","15","8.0","84","869,090"
2140,"Holiday Twist","Comedy","2023","95","PG","9.0",NULL,"1,023"
2141,"Young Frankenstein","Comedy","1974","106","AA","8.0","83","166,728"
2142,"Mast Mein Rehne Ka","Drama","2023","127","15","7.3",NULL,"568"
2143,"Cello","Horror","2023","120","R","6.7",NULL,"2,313"
2144,"Cry Macho","Adventure","2021","104","12","5.7","58","31,947"
2145,"Last Looks","Action","2021","110","15","5.8","49","11,050"
2146,"Backdraft","Action","1991","137","15","6.7","39","86,366"
2147,"Spartacus","Adventure","1960","197","PG","7.9","87","141,171"
2148,"Treasure Planet","Animation","2002","95","U","7.2","60","129,779"
2149,"Fanny and Alexander","Drama","1982","188","15","8.1","100","66,504"
2150,"Samaritan","Action","2022","102","12","5.7","45","53,481"
2151,"The Hills Have Eyes","Horror","2006","107","18","6.4","52","180,863"
2152,"Empire of the Sun","Drama","1987","153","PG","7.7","62","132,488"
2153,"Nanny McPhee","Comedy","2005","97","U","6.6","59","83,721"
2154,"The House Bunny","Comedy","2008","97","12A","5.5","55","88,827"
2155,"Austin Powers: The Spy Who Shagged Me","Action","1999","95","12","6.6","59","245,274"
2156,"The Long Riders","Biography","1980","100","15","6.9","68","12,488"
2157,"The Little Mermaid","Animation","1989","83","U","7.6","88","285,814"
2158,"The Fault in Our Stars","Drama","2014","126","12A","7.7","69","395,444"
2159,"Imperium","Biography","2016","109","15","6.5","68","48,928"
2160,"Anna and the Apocalypse","Comedy","2017","93","15","6.1","63","15,012"
2161,"Fast & Furious 6","Action","2013","130","12A","7.0","61","411,634"
2162,"Back to Black","Biography","2024","N/A",NULL,NULL,NULL,"N/A"
2163,"Ghost Town","Comedy","2008","102","12A","6.7","72","77,188"
2164,"Mississippi Burning","Crime","1988","128","18","7.8","65","107,716"
2165,"The Lorax","Animation","2012","86","U","6.4","46","126,606"
2166,"The Blind Side","Biography","2009","129","12A","7.6","53","354,656"
2167,"End of Watch","Action","2012","109","15","7.6","68","263,788"
2168,"Living","Drama","2022","102","12A","7.2","81","29,706"
2169,"Green Room","Crime","2015","95","18","7.0","79","136,615"
2170,"Cat Person","Drama","2023","118","15","6.1","48","1,399"
2171,"Con Air","Action","1997","115","15","6.9","52","314,076"
2172,"Waterworld","Action","1995","135","12","6.3","56","206,645"
2173,"The Mummy Returns","Action","2001","130","PG-13","6.4","48","341,326"
2174,"Game Night","Action","2018","100","15","6.9","66","251,124"
2175,"The Italian Job","Action","2003","111","PG-13","7.0","68","384,026"
2176,"Charlie's Angels","Action","2000","98","15","5.6","52","194,095"
2177,"Oldboy","Action","2013","104","18","5.8","49","79,701"
2178,"The Mission","Documentary","2023","103","12A","6.6","74","278"
2179,"Challengers","Drama","2024","N/A",NULL,NULL,NULL,"N/A"
2180,"That Thing You Do!","Comedy","1996","108","PG","7.0","71","72,689"
2181,"Jeremiah Johnson","Adventure","1972","108","A","7.6","75","34,351"
2182,"9","Animation","2009","79","12A","7.0","60","145,671"
2183,"Kind of Kindness","Animation","2024","N/A",NULL,NULL,NULL,"N/A"
2184,"Robots","Animation","2005","91","U","6.4","64","158,751"
2185,"Jesus Revolution","Drama","2023","120","12A","7.1","46","12,466"
2186,"Close Encounters of the Third Kind","Drama","1977","138","A","7.6","90","213,131"
2187,"The Girl in the Spider's Web","Action","2018","115","15","6.1","43","50,804"
2188,"The Persian Version","Comedy","2023","107","15","6.6","61","1,130"
2189,"The Last Rifleman","Drama","2023","95",NULL,"6.6",NULL,"836"
2190,"Wayne's World","Comedy","1992","94","PG","7.0","57","167,689"
2191,"Anna Karenina","Drama","2012","129","12A","6.6","63","105,113"
2192,"X-Men 2","Action","2003","134","12A","7.4","68","569,166"
2193,"The New Mutants","Action","2020","94","15","5.3","43","87,226"
2194,"San Andreas","Action","2015","114","12A","6.1","43","252,379"
2195,"A League of Their Own","Comedy","1992","128","PG","7.3","69","118,576"
2196,"The Voyeur","Drama","1994","90","Not Rated","5.5",NULL,"3,767"
2197,"All the President's Men","Drama","1976","138","AA","7.9","84","123,895"
2198,"The Fly","Drama","1986","96","18","7.6","79","197,906"
2199,"Happiness for Beginners","Comedy","2023","103","12","6.1","48","16,074"
2200,"The Outpost","Action","2019","123","15","6.8","71","39,194"
2201,"Mulan","Action","2020","115","12A","5.8","66","156,880"
2202,"Freaky Friday","Comedy","2003","97","PG","6.3","70","149,509"
2203,"Thor: The Dark World","Action","2013","112","12A","6.8","54","714,406"
2204,"Mystic Pizza","Comedy","1988","104","15","6.3","60","31,718"
2205,"Evil","Drama","2003","113","15","7.7","61","41,358"
2206,"The Wolverine","Action","2013","126","12A","6.7","61","485,891"
2207,"Bullitt","Action","1968","114","A","7.4","81","74,348"
2208,"28 Weeks Later","Horror","2007","100","18","6.9","78","289,005"
2209,"The Mill","Drama","2023","106",NULL,"5.3",NULL,"1,774"
2210,"Christmas Bloody Christmas","Horror","2022","86","Not Rated","5.1","46","4,909"
2211,"King Arthur","Action","2004","126","12A","6.3","46","174,250"
2212,"A Fish Called Wanda","Comedy","1988","108","15","7.5","80","150,870"
2213,"Friday the 13th","Horror","1980","95","X","6.4","22","154,870"
2214,"Star Wars: New Jedi Order","Action","2027","N/A",NULL,NULL,NULL,"N/A"
2215,"Brightburn","Drama","2019","90","18","6.1","44","105,686"
2216,"Career Opportunities","Comedy","1991","83","15","5.8","41","16,852"
2217,"Til Death Do Us Part","Action","2023","109",NULL,"4.2",NULL,"4,036"
2218,"Poltergeist","Horror","1982","114","15","7.3","79","176,929"
2219,"Cocoon","Comedy","1985","117","PG-13","6.7","65","67,589"
2220,"Fast & Furious: Hobbs & Shaw","Action","2019","137","12A","6.5","60","230,709"
2221,"Piranha 3D","Comedy","2010","88","18","5.5","53","95,577"
2222,"Downton Abbey: A New Era","Drama","2022","124","PG","7.4","63","28,733"
2223,"The Birds","Drama","1963","119","X","7.6","90","201,298"
2224,"Chloe","Drama","2009","96","15","6.3","48","76,864"
2225,"Red Dawn","Action","2012","93","15","5.3","31","79,853"
2226,"The Time Machine","Action","2002","96","PG","6.0","42","128,968"
2227,"Velvet Goldmine","Drama","1998","118","18","6.9","65","37,774"
2228,"The Descendants","Comedy","2011","115","15","7.3","84","248,194"
2229,"Ocho apellidos marroquís","Comedy","2023","97",NULL,"4.4",NULL,"156"
2230,"The Duellists","Drama","1977","100","A","7.4","70","26,033"
2231,"Vision Quest","Drama","1985","107","15","6.6","55","9,875"
2232,"Jack Reacher: Never Go Back","Action","2016","118","12A","6.1","47","171,237"
2233,"Charade","Comedy","1963","113","PG","7.9","83","83,507"
2234,"Operation Mincemeat","Drama","2021","128","12A","6.6","65","33,304"
2235,"Frozen","Adventure","2010","93","15","6.2","43","79,209"
2236,"Everybody Wants Some!!","Comedy","2016","117","15","6.9","85","57,731"
2237,"The Lego Movie","Animation","2014","100","U","7.7","83","381,690"
2238,"Taken 3","Action","2014","108","12A","6.0","26","201,598"
2239,"Star Trek Beyond","Action","2016","122","12A","7.0","68","255,638"
2240,"Smoke Sauna Sisterhood","Documentary","2023","89","15","7.8","79","691"
2241,"Little Shop of Horrors","Comedy","1986","94","PG","7.1","81","84,676"
2242,"The Greatest Beer Run Ever","Adventure","2022","126","12A","6.8","39","25,123"
2243,"Hellboy","Action","2004","122","12A","6.8","72","345,011"
2244,"The Pelican Brief","Crime","1993","141","12","6.6","51","94,220"
2245,"Transformers One","Animation","2024","N/A",NULL,NULL,NULL,"N/A"
2246,"In the Fire","Thriller","2023","87","15","2.8",NULL,"3,210"
2247,"First Man","Biography","2018","141","12A","7.3","84","198,928"
2248,"Pleasantville","Comedy","1998","124","12","7.5","71","134,836"
2249,"Running Scared","Action","2006","122","18","7.3","41","102,868"
2250,"The Neon Demon","Horror","2016","117","18","6.1","51","102,342"
2251,"This Is 40","Comedy","2012","134","15","6.2","59","148,496"
2252,"Pacific Rim: Uprising","Action","2018","111","12A","5.6","44","124,827"
2253,"Men in Black: International","Action","2019","114","12A","5.6","38","143,973"
2254,"White Noise","Comedy","2022","136","15","5.7","66","42,590"
2255,"Dog","Comedy","2022","101","12A","6.5","61","43,938"
2256,"Captain Phillips","Action","2013","134","12A","7.8","82","484,678"
2257,"Avengers: The Kang Dynasty","Action","2026","N/A",NULL,NULL,NULL,"N/A"
2258,"Nosferatu","Fantasy","1922","94","A","7.9",NULL,"103,636"
2259,"Carlito's Way","Crime","1993","144","18","7.9","66","229,115"
2260,"Lawless","Biography","2012","116","18","7.2","58","251,060"
2261,"Funny Farm","Comedy","1988","101","PG","6.2","50","24,549"
2262,"The Ninth Gate","Mystery","1999","133","15","6.7","44","194,500"
2263,"The Last Kingdom: Seven Kings Must Die","Action","2023","111","15","6.9","48","33,158"
2264,"The Hangover Part II","Comedy","2011","102","15","6.5","44","525,607"
2265,"Persuasion","Drama","2022","108","PG","5.8","42","33,967"
2266,"Minions","Animation","2015","91","U","6.4","56","253,963"
2267,"365 Days: This Day","Drama","2022","111","18","2.6",NULL,"23,351"
2268,"Angel Has Fallen","Action","2019","121","15","6.4","45","107,518"
2269,"Old Henry","Action","2021","99","15","7.3","69","34,053"
2270,"The Remains of the Day","Drama","1993","134","U","7.8","86","81,995"
2271,"Notes on a Scandal","Crime","2006","92","15","7.4","73","83,220"
2272,"The Girl with the Dragon Tattoo","Crime","2009","152","18","7.8","76","221,663"
2273,"Sunset Blvd.","Drama","1950","110","PG","8.4","94","232,588"
2274,"Pippa","Action","2023","139",NULL,"6.2",NULL,"1,832"
2275,"Final Destination 3","Horror","2006","93","15","5.8","41","151,451"
2276,"Da 'Partments","Comedy","2023","79",NULL,"9.3",NULL,"75"
2277,"Earth Mama","Drama","2023","101","15","6.8","84","375"
2278,"The Conspiracy of Dark Falls","Sci-Fi","2022","102",NULL,"3.1",NULL,"81"
2279,"Napoleon","Biography","1927","330","U","8.2",NULL,"8,533"
2280,"Pretty in Pink","Comedy","1986","97","15","6.7","56","87,146"
2281,"The Call of the Wild","Adventure","2020","100","PG","6.7","48","54,609"
2282,"Evil Dead II","Comedy","1987","84","18","7.7","72","179,262"
2283,"Black Friday!","Comedy","2021","84","15","4.7","52","7,525"
2284,"Detachment","Drama","2011","98","15","7.7","52","95,812"
2285,"The Bourne Ultimatum","Action","2007","115","12A","8.0","85","652,281"
2286,"Hulk","Action","2003","138","12A","5.6","54","276,225"
2287,"Truth or Dare","Horror","2018","100","15","5.2","35","61,839"
2288,"Qala","Drama","2022","119","15","7.2",NULL,"7,121"
2289,"Rocketman","Biography","2019","121","15","7.3","69","189,716"
2290,"Cinderella Man","Biography","2005","144","12A","8.0","69","195,806"
2291,"The Hitman's Wife's Bodyguard","Action","2021","100","15","6.1","32","104,656"
2292,"House of Wax","Horror","2005","113","15","5.5","41","132,172"
2293,"London Has Fallen","Action","2016","99","15","5.9","28","167,093"
2294,"Bonnie and Clyde","Action","1967","111","X","7.7","86","118,697"
2295,"Death on the Nile","Crime","1978","140","A","7.2","59","38,612"
2296,"The Visit","Horror","2015","94","15","6.2","55","147,107"
2297,"Alien Invasion: S.U.M.1","Horror","2017","92","15","4.3",NULL,"1,664"
2298,"Causeway","Drama","2022","94","15","6.6","66","21,317"
2299,"She Said","Drama","2022","129","15","7.3",NULL,"36,684"
2300,"Christmas Inheritance","Comedy","2017","104","PG","5.7",NULL,"13,031"
2301,"Three - III","Drama","2005","95","15","4.9",NULL,"10,340"
2302,"The Grey","Action","2011","117","15","6.7","64","260,835"
2303,"The Longest Yard","Comedy","2005","113","12A","6.4","48","191,479"
2304,"Fractured","Drama","2019","99","15","6.4","36","88,600"
2305,"Wreck-It Ralph","Animation","2012","101","PG","7.7","72","449,446"
2306,"Life of Brian","Comedy","1979","94","AA","8.0","77","417,921"
2307,"Knight of Cups","Drama","2015","118","15","5.6","53","28,924"
2308,"Me, Myself & Irene","Comedy","2000","116","15","6.6","49","247,917"
2309,"The Island","Action","2005","136","12A","6.8","50","324,602"
2310,"Magic Mike","Comedy","2012","110","15","6.1","72","145,946"
2311,"The Royal Tenenbaums","Comedy","2001","110","15","7.6","76","308,982"
2312,"Sin City: A Dame to Kill For","Action","2014","102","18","6.5","46","168,586"
2313,"Don't Breathe","Crime","2016","88","15","7.1","71","294,382"
2314,"Godmothered","Comedy","2020","110","PG","6.1","49","13,611"
2315,"The Conjuring: The Devil Made Me Do It","Horror","2021","112","18","6.3","53","134,514"
2316,"I, Robot","Action","2004","115","12A","7.1","59","566,603"
2317,"Luck","Animation","2022","105","PG","6.4","48","27,051"
2318,"Ghost in the Shell","Animation","1995","83","15","7.9","76","153,165"
2319,"Layer Cake","Action","2004","105","15","7.3","73","191,974"
2320,"Under Siege","Action","1992","103","15","6.5","58","93,801"
2321,"Titane","Drama","2021","108","18","6.5","75","53,745"
2322,"Lord of War","Crime","2005","122","15","7.6","62","332,351"
2323,"Mary Queen of Scots","Biography","2018","124","15","6.3","60","54,258"
2324,"Santa's Slay","Comedy","2005","78","15","5.3",NULL,"10,935"
2325,"Garudan","Crime","2023","138","15","7.4",NULL,"1,276"
2326,"Despicable Me 3","Animation","2017","89","U","6.2","49","148,530"
2327,"Man in Love","Drama","2021","115","15","7.0",NULL,"2,655"
2328,"Leaving Las Vegas","Drama","1995","111","18","7.5","82","132,105"
2329,"Road to Perdition","Crime","2002","117","15","7.7","72","280,775"
