id,title,genre,years,duration,rating,people_rating,critic_rating,votes
4059,Prospect,Adventure,2018,100,R,6.3,68,"33,073"
4060,Mary and Max,Animation,2009,92,Not Rated,8.1,,"184,414"
4061,Tea With the Dames,Documentary,2018,84,Unrated,7.4,85,"2,734"
4062,Tie Me Up! Tie Me Down!,Comedy,1989,101,R,7,55,"31,372"
4063,Elena Undone,Drama,2010,111,Not Rated,6.1,,"6,480"
4064,The Human Centipede III (Final Sequence),Comedy,2015,102,Not Rated,2.7,5,"19,184"
4065,The Housemaid,Drama,2010,107,Not Rated,6.4,68,"12,165"
4066,Goon,Comedy,2011,92,R,6.8,64,"89,957"
4067,Psycho,Horror,1998,105,R,4.6,47,"50,241"
4068,Ben Is Back,Drama,2018,103,R,6.7,66,"23,717"
4069,Battle Los Angeles,Action,2011,116,PG-13,5.7,37,"184,022"
4070,Near Dark,Horror,1987,94,R,6.9,78,"43,852"
4071,Extinction,Action,2018,95,TV-MA,5.8,40,"56,439"
4072,Hondo,Drama,1953,83,PG,7,79,"12,147"
4073,BloodRayne,Action,2005,95,R,3,18,"36,900"
4074,Spoiler Alert,Comedy,2022,112,PG-13,7.3,61,"6,310"
4075,V/H/S,Horror,2012,116,R,5.8,54,"67,215"
4076,T2 Trainspotting,Comedy,2017,117,R,7.2,67,"131,020"
4077,The Last King of Scotland,Biography,2006,123,R,7.6,74,"193,992"
4078,Songbird,Drama,2020,84,PG-13,4.8,27,"11,326"
4079,Starman,Romance,1984,115,PG,7,70,"50,691"
4080,Soul Surfer,Biography,2011,112,PG,7,53,"52,126"
4081,Time Trap,Action,2017,87,Not Rated,6.2,46,"41,969"
4082,Marrowbone,Drama,2017,110,R,6.7,63,"37,192"
4083,SLC Punk!,Comedy,1998,97,R,7.4,50,"32,138"
4084,Letters from Iwo Jima,Action,2006,141,R,7.8,89,"168,456"
4085,The Croods,Animation,2013,98,PG,7.2,55,"228,005"
4086,SAS: Red Notice,Action,2021,124,R,5.2,,"20,754"
4087,The Ultimate Gift,Drama,2006,114,PG,7.3,49,"20,110"
4088,The Starling Girl,Drama,2023,117,R,6.7,78,"1,709"
4089,Our Son,Drama,2023,104,R,7.2,58,83
4090,Party Girl,Comedy,1995,94,R,6.5,55,"6,263"
4091,The Good Mother,Crime,2023,90,R,4.7,45,"1,059"
4092,Coyote vs. Acme,Animation,PG,N/A,,,,N/A
4093,DOA: Dead or Alive,Action,2006,87,PG-13,4.8,38,"46,024"
4094,Countdown,Horror,2019,90,PG-13,5.4,31,"43,931"
4095,The Jackal,Action,1997,124,R,6.4,36,"122,616"
4096,Accepted,Comedy,2006,93,PG-13,6.4,47,"138,744"
4097,The Borrowers,Adventure,1997,89,PG,5.9,,"23,322"
4098,Remember the Night,Comedy,1939,94,Passed,7.6,78,"6,720"
4099,Anatomy of Hell,Drama,2004,77,Unrated,4.4,29,"6,019"
4100,Quills,Biography,2000,124,R,7.2,70,"56,211"
4101,The Doors,Biography,1991,140,R,7.2,62,"97,662"
4102,The Infiltrator,Biography,2016,127,R,7,66,"77,672"
4103,Teen Wolf,Comedy,1985,91,PG,6.1,25,"58,523"
4104,The Long Good Friday,Crime,1980,114,R,7.6,82,"24,652"
4105,The Imaginarium of Doctor Parnassus,Adventure,2009,123,PG-13,6.8,65,"152,967"
4106,National Treasure 3,Action,,N/A,,,,N/A
4107,Horrible Bosses 2,Comedy,2014,108,R,6.3,40,"182,095"
4108,Fahrenheit 451,Drama,2018,100,TV-14,5,,"22,076"
4109,Phone Booth,Crime,2002,81,R,7.1,56,"281,830"
4110,Bye Bye Birdie,Comedy,1963,112,Approved,6.6,,"9,128"
4111,Kaithi,Action,2019,145,Not Rated,8.4,,"40,535"
4112,The Great Sinner,Drama,1949,110,Approved,6.6,,"1,524"
4113,The Parent Trap,Comedy,1961,129,Passed,7.2,73,"23,445"
4114,Robots,Comedy,2023,93,R,5.5,,"5,943"
4115,Clerks III,Comedy,2022,100,R,6.2,50,"17,567"
4116,Transcendence,Action,2014,119,PG-13,6.2,42,"236,739"
4117,Candy Land,Horror,2022,93,TV-MA,5.2,70,"3,185"
4118,Badlands,Action,1973,94,PG,7.7,93,"77,296"
4119,Southern Comfort,Action,1981,106,R,7.1,63,"21,219"
4120,Paycheck,Action,2003,119,PG-13,6.3,43,"112,248"
4121,Men of Honor,Biography,2000,129,R,7.2,56,"123,576"
4122,G.I. Jane,Action,1997,125,R,6,62,"85,827"
4123,Alice in Wonderland,Animation,1951,75,G,7.3,68,"151,118"
4124,A Beautiful Life,Drama,2023,98,TV-MA,6.4,,"6,674"
4125,A Gettysburg Christmas,Drama,2023,N/A,,8.8,,22
4126,Into the Blue,Action,2005,110,PG-13,5.9,45,"78,863"
4127,The Animal Kingdom,Adventure,2023,128,,7.2,70,"1,839"
4128,The Dig,Biography,2021,112,PG-13,7.1,73,"80,719"
4129,How I Learned to Fly,Drama,2023,104,,9.5,,21
4130,The Beastmaster,Action,1982,118,PG,6.2,18,"24,719"
4131,Halloween,Crime,2018,106,R,6.5,67,"166,679"
4132,The Boss Baby 2: Family Business,Animation,2021,107,PG,5.9,39,"21,457"
4133,Apostle,Drama,2018,130,TV-MA,6.3,62,"57,817"
4134,Taps,Drama,1981,126,PG,6.7,49,"19,752"
4135,The Night of the Hunter,Crime,1955,92,Not Rated,8,97,"95,654"
4136,Good Mourning,Comedy,2022,93,R,3.1,,"2,358"
4137,Don't Suck,Comedy,2023,100,,6.8,,32
4138,Invincible,Biography,2006,105,PG,7,63,"74,409"
4139,Sirf Ek Bandaa Kaafi Hai,Crime,2023,132,,7.9,,"26,345"
4140,Revenge,Action,2017,108,R,6.4,81,"47,265"
4141,Muriel's Wedding,Comedy,1994,106,R,7.2,63,"41,196"
4142,Rough Night,Comedy,2017,101,R,5.2,51,"55,032"
4143,The End of Sex,Comedy,2022,87,R,5.1,43,489
4144,Middle of the Night,Drama,1959,118,Approved,7.1,,"1,439"
4145,The Body,Crime,2012,112,Not Rated,7.6,,"71,195"
4146,Love & Mercy,Biography,2014,121,PG-13,7.4,80,"41,949"
4147,Conan the Destroyer,Action,1984,103,PG,5.9,53,"84,241"
4148,Ikiru,Drama,1952,143,Not Rated,8.3,92,"85,217"
4149,Imagine Me & You,Comedy,2005,90,R,6.7,49,"35,324"
4150,Fear the Night,Action,2023,92,,4.8,30,"2,536"
4151,Ghost Stories,Drama,2017,98,Not Rated,6.4,68,"36,329"
4152,One Fine Morning,Drama,2022,112,R,7,86,"5,817"
4153,Piranha 3DD,Comedy,2012,83,R,3.8,24,"44,919"
4154,Asterix & Obelix: The Middle Kingdom,Adventure,2023,112,TV-PG,5.1,,"8,869"
4155,All Quiet on the Western Front,Drama,1930,152,Passed,8.1,91,"66,745"
4156,Superhero Movie,Action,2008,75,PG-13,4.7,33,"74,138"
4157,Meatballs,Comedy,1979,94,PG,6.2,60,"23,484"
4158,Appaloosa,Action,2008,115,R,6.7,64,"63,822"
4159,Blades of Glory,Comedy,2007,93,PG-13,6.3,64,"175,736"
4160,"Good Morning, Vietnam",Biography,1987,121,R,7.3,67,"150,870"
4161,Obsessed,Drama,2009,108,PG-13,5,25,"33,819"
4162,The Third Man,Film-Noir,1949,93,Approved,8.1,97,"179,128"
4163,The Last Detail,Comedy,1973,104,R,7.5,86,"27,203"
4164,Awake,Crime,2007,84,R,6.5,33,"79,646"
4165,Chowchilla,Documentary,2023,N/A,,7.6,,36
4166,The Monster Squad,Action,1987,82,PG-13,6.9,61,"34,809"
4167,Cinderella,Animation,1950,74,G,7.3,85,"171,077"
4168,Over the Hedge,Animation,2006,83,PG,6.7,67,"186,702"
4169,Heaven's Gate,Adventure,1980,219,R,6.7,57,"16,720"
4170,Soft & Quiet,Drama,2022,92,R,6.2,82,"9,157"
4171,My Happy Marriage,Drama,2023,115,,6.9,,757
4172,Passion,Adventure,2012,102,R,5.3,54,"23,950"
4173,Man on the Moon,Biography,1999,118,R,7.4,58,"135,866"
4174,The Bridges of Madison County,Drama,1995,135,PG-13,7.6,69,"87,181"
4175,I Spit on Your Grave 2,Horror,2013,106,R,5.7,,"32,237"
4176,Gemini Man,Action,2019,117,PG-13,5.7,38,"120,112"
4177,Funny Girl,Biography,1968,151,G,7.3,89,"24,510"
4178,The Dirty South,Action,2023,107,,7.4,,427
4179,Never Look Away,Biography,2018,189,R,7.7,68,"24,524"
4180,Freaks,Drama,2018,105,R,6.7,63,"38,820"
4181,The New World,Biography,2005,135,PG-13,6.7,69,"88,973"
4182,Puss in Boots,Animation,2011,90,PG,6.6,65,"188,164"
4183,The Best Little Whorehouse in Texas,Comedy,1982,114,R,6,40,"13,081"
4184,The Squid and the Whale,Comedy,2005,81,R,7.3,82,"88,711"
4185,Confidential Informant,Action,2023,88,R,4.4,,"2,319"
4186,Nine Lives,Comedy,2016,87,PG,5.3,11,"23,989"
4187,Ladyhawke,Adventure,1985,121,PG-13,6.9,64,"50,059"
4188,In the Line of Fire,Action,1993,128,R,7.2,74,"111,556"
4189,Saint Maud,Drama,2019,84,R,6.7,83,"44,844"
4190,Cure,Crime,1997,111,Not Rated,7.5,70,"21,188"
4191,Voyagers,Adventure,2021,108,PG-13,5.4,44,"25,222"
4192,The Haunted Mansion,Comedy,2003,88,PG,5.2,34,"56,064"
4193,Immoral Tales,Drama,1973,103,Not Rated,5.6,,"5,325"
4194,The Claus Family,Comedy,2020,96,TV-PG,5.6,,"2,831"
4195,The Postman Always Rings Twice,Crime,1981,122,R,6.6,61,"25,372"
4196,Till Death,Thriller,2021,88,R,5.9,66,"25,225"
4197,The Wild Bunch,Action,1969,135,R,7.9,98,"89,240"
4198,Hot Shots!,Action,1991,84,PG-13,6.7,61,"114,693"
4199,Always,Drama,1989,122,PG,6.4,50,"32,354"
4200,Coneheads,Comedy,1993,88,PG,5.4,49,"57,212"
4201,Let Him Go,Crime,2020,113,R,6.7,63,"34,067"
4202,Working Girl,Comedy,1988,113,R,6.8,73,"61,268"
4203,A Most Violent Year,Action,2014,125,R,7,79,"76,456"
4204,Two Weeks with Love,Comedy,1950,90,Passed,6.8,,966
4205,The African Queen,Adventure,1951,105,PG,7.7,91,"82,921"
4206,The Passion of the Christ: Resurrection - Chapter I,Drama,2024,N/A,,,,N/A
4207,My Bloody Valentine,Horror,2009,101,R,5.4,51,"59,473"
4208,The Best Years of Our Lives,Drama,1946,170,Approved,8.1,93,"69,134"
4209,Following,Crime,1998,69,R,7.5,60,"99,609"
4210,The Hunger,Drama,1983,97,R,6.6,52,"28,576"
4211,U.S. Marshals,Action,1998,131,PG-13,6.6,47,"111,800"
4212,It's Complicated,Comedy,2009,120,R,6.5,57,"97,208"
4213,Run Rabbit Run,Horror,2023,100,TV-MA,5,52,"9,995"
4214,Murina,Drama,2021,96,,6.8,76,"2,968"
4215,The Philadelphia Story,Comedy,1940,112,Not Rated,7.9,96,"72,717"
4216,Orphan: First Kill,Crime,2022,99,R,5.9,54,"44,080"
4217,James and the Giant Peach,Animation,1996,79,PG,6.7,78,"72,984"
4218,The House,Comedy,2017,88,R,5.6,30,"46,434"
4219,"Love, Simon",Comedy,2018,110,PG-13,7.5,72,"123,076"
4220,Pan,Action,2015,111,PG,5.7,36,"66,648"
4221,Shrek Forever After,Animation,2010,95,PG,6.3,58,"220,447"
4222,The Witch: Part 1 - The Subversion,Action,2018,125,Not Rated,7.1,,"16,554"
4223,The Internship,Comedy,2013,119,PG-13,6.3,42,"212,884"
4224,Little Bone Lodge,Crime,2023,93,R,6.1,,"8,244"
4225,Judgment at Nuremberg,Drama,1961,179,Approved,8.3,60,"82,987"
4226,Exorcist: The Beginning,Horror,2004,114,R,5.1,30,"39,312"
4227,"Relax, I''m from the Future",Comedy,2023,94,,5.6,65,254
4228,Leap Year,Comedy,2010,100,PG,6.4,33,"109,311"
4229,Flushed Away,Animation,2006,85,PG,6.6,74,"136,109"
4230,Beach Rats,Drama,2017,98,R,6.4,78,"16,112"
4231,Ferry,Action,2021,106,TV-MA,7,,"12,590"
4232,Aliens vs. Predator: Requiem,Action,2007,94,R,4.6,29,"131,420"
4233,Halloween,Horror,2007,109,R,6,47,"129,385"
4234,Porco Rosso,Animation,1992,94,PG,7.7,83,"98,447"
4235,The Bucket List,Adventure,2007,97,PG-13,7.4,42,"256,592"
4236,Diary of a Wimpy Kid: Rodrick Rules,Comedy,2011,99,PG,6.6,51,"35,616"
4237,Close Your Eyes,Drama,2023,169,,7.6,86,754
4238,Pusher,Crime,1996,110,Not Rated,7.3,72,"43,559"
4239,Driving Miss Daisy,Comedy,1989,99,PG,7.3,81,"115,911"
4240,The Duke,Biography,2020,95,R,6.9,74,"12,576"
4241,The Orphanage,Drama,2007,105,R,7.4,74,"161,847"
4242,Hard Target,Action,1993,97,R,6.2,63,"55,212"
4243,Crossroads,Comedy,2002,93,PG-13,3.6,27,"41,743"
4244,Before I Fall,Drama,2017,98,PG-13,6.4,58,"55,835"
4245,The Bells of St. Mary's,Drama,1945,126,Unrated,7.2,,"8,997"
4246,Haywire,Action,2011,93,R,5.8,67,"89,195"
4247,Outlaw Johnny Black,Action,2023,130,PG-13,5.6,54,770
4248,Dan in Real Life,Comedy,2007,98,PG-13,6.8,65,"106,120"
4249,Waves,Drama,2019,135,R,7.5,80,"29,216"
4250,Sleeping Beauty,Animation,1959,75,G,7.2,85,"158,206"
4251,1922,Crime,2017,102,TV-MA,6.2,70,"70,263"
4252,Side Effects,Crime,2013,106,R,7.1,75,"195,686"
4253,Neon Genesis Evangelion: The End of Evangelion,Animation,1997,87,TV-MA,8.1,,"61,756"
4254,Cabaret,Drama,1972,124,PG,7.8,80,"58,334"
4255,To Die For,Comedy,1995,106,R,6.8,86,"51,676"
4256,The Fourth Kind,Horror,2009,98,PG-13,5.9,34,"80,984"
4257,Only the Lonely,Comedy,1991,104,PG-13,6.3,47,"12,093"
4258,Beyond the Law,Crime,1993,108,R,6.4,,"7,500"
4259,Deuce Bigalow: Male Gigolo,Comedy,1999,88,R,5.7,30,"78,907"
4260,Born to Dance,Comedy,1936,106,Passed,6.7,,"1,878"
4261,The Hustler,Drama,1961,134,Not Rated,8,90,"85,725"
4262,Notorious,Drama,1946,102,Not Rated,7.9,100,"105,659"
4263,Cutthroat Island,Action,1995,124,PG-13,5.7,37,"30,008"
4264,47 Meters Down,Horror,2017,89,PG-13,5.6,52,"60,049"
4265,Marley & Me,Drama,2008,115,PG,7,53,"165,630"
4266,The Core,Action,2003,135,PG-13,5.5,48,"105,999"
4267,Space Cowboys,Action,2000,130,PG-13,6.5,73,"85,114"
4268,The Player,Comedy,1992,124,R,7.5,86,"64,695"
4269,Fletch,Comedy,1985,98,PG,6.9,68,"56,807"
4270,The Magic Flute,Adventure,2022,115,,5.6,,"1,140"
4271,The Voices,Comedy,2014,103,R,6.3,58,"61,447"
4272,The Disappearance of Shere Hite,Documentary,2023,118,R,8.1,85,102
4273,Attack on Titan Part 1,Action,2015,98,Not Rated,5,,"15,270"
4274,The Rocker,Comedy,2008,102,PG-13,6.2,53,"39,858"
4275,Runaway Jury,Crime,2003,127,PG-13,7.1,61,"103,147"
4276,Even Lambs Have Teeth,Horror,2015,79,Unrated,5.2,,"2,979"
4277,All-Star Weekend,Comedy,,N/A,,,,N/A
4278,Heavyweights,Comedy,1995,100,PG,6.6,42,"30,118"
4279,Bride of Chucky,Comedy,1998,89,R,5.6,48,"63,378"
4280,Saw V,Horror,2008,92,R,5.8,20,"135,388"
4281,Plus One,Comedy,2019,98,Not Rated,6.6,65,"13,588"
4282,The Manchurian Candidate,Drama,2004,129,R,6.6,76,"115,297"
4283,Chaplin,Biography,1992,143,PG-13,7.5,47,"61,131"
4284,Hocus Pocus 2,Comedy,2022,103,PG,6,56,"51,745"
4285,Out of Africa,Biography,1985,161,PG,7.1,69,"84,793"
4286,Bholaa,Action,2023,144,Not Rated,5.9,,"22,078"
4287,Dead Man,Adventure,1995,121,R,7.5,62,"101,859"
4288,St. Trinian's,Comedy,2007,97,PG-13,5.8,39,"23,423"
4289,The Crime Is Mine,Comedy,2023,102,,6.6,,"3,849"
4290,Elephant,Crime,2003,81,R,7.1,70,"96,037"
4291,The Grudge,Horror,2004,91,PG-13,5.9,49,"149,682"
4292,Age of Consent,Biography,1969,98,R,6.3,,"3,639"
4293,Pat Garrett & Billy the Kid,Biography,1973,122,R,7.2,53,"20,786"
4294,The Holiday Fix Up,Drama,2021,84,TV-PG,6.4,,"1,025"
4295,Frida,Biography,2002,123,R,7.3,61,"94,144"
4296,Eye for an Eye,Action,2022,77,,6.5,,147
4297,Color Out of Space,Horror,2019,111,Unrated,6.2,70,"54,554"
4298,Enough,Crime,2002,115,PG-13,5.8,25,"46,839"
4299,Epic,Animation,2013,102,PG,6.6,52,"108,958"
4300,Saving Mr. Banks,Biography,2013,125,PG-13,7.5,65,"168,390"
4301,The Three Stooges,Comedy,2012,92,PG,5.1,56,"32,809"
4302,Fallen,Drama,2016,91,PG-13,5.2,47,"15,738"
4303,Lili,Drama,1953,81,Passed,7.3,,"3,871"
4304,Mansfield Park,Comedy,1999,112,PG-13,7,71,"25,400"
4305,Happy Ending,Comedy,2023,92,TV-MA,5.4,,"1,476"
4306,The Crow,Action,2024,N/A,,,,N/A
4307,Night of the Comet,Comedy,1984,95,PG-13,6.3,59,"23,286"
4308,Father Goose,Adventure,1964,118,Approved,7.3,,"11,907"
4309,Crime Diaries: The Celebrity Stylist,Crime,2023,90,,4.5,,379
4310,Jack and Jill,Comedy,2011,91,PG,3.3,23,"89,161"
4311,The Changeling,Horror,1980,107,R,7.2,70,"39,076"
4312,3 Ninjas,Action,1992,84,PG,5.3,36,"22,891"
4313,Super,Action,2010,96,R,6.7,50,"83,085"
4314,Project Power,Action,2020,113,R,6,51,"95,876"
4315,The Wicker Man,Horror,2006,102,PG-13,3.8,36,"70,647"
4316,The Scorpion King,Action,2002,92,PG-13,5.5,45,"144,081"
4317,Windtalkers,Action,2002,134,R,6.1,51,"72,684"
4318,Hotel Mumbai,Action,2018,123,R,7.6,62,"69,126"
4319,Squaring the Circle: The Story of Hipgnosis,Documentary,2022,101,,7.8,76,758
4320,Mousehunt,Comedy,1997,98,PG,6.5,54,"59,510"
4321,Skyscraper,Action,2018,102,PG-13,5.8,51,"131,332"
4322,Chevalier,Biography,2022,108,PG-13,6.5,67,"6,176"
4323,12.12: The Day,Drama,2023,141,,8.2,,191
4324,Scary Movie 4,Comedy,2006,83,PG-13,5.1,40,"127,632"
4325,Fright Night,Comedy,2011,106,R,6.4,64,"112,029"
4326,Paterson,Comedy,2016,118,R,7.3,90,"87,351"
4327,Three Kings,Action,1999,114,R,7.1,82,"178,645"
4328,Conspiracy Theory,Action,1997,135,R,6.7,49,"105,756"
4329,Lords of Dogtown,Biography,2005,107,PG-13,7.1,56,"57,421"
4330,All the Bright Places,Drama,2020,107,TV-MA,6.6,61,"37,169"
4331,Bedtime Stories,Adventure,2008,99,PG,6,33,"100,068"
4332,Book Club,Comedy,2018,104,PG-13,6.1,53,"31,780"
4333,Stranger Than Fiction,Comedy,2006,113,PG-13,7.5,67,"234,915"
4334,Drishyam 2,Crime,2022,140,Not Rated,8.2,,"41,938"
4335,The Great Beauty,Drama,2013,141,Not Rated,7.7,86,"96,135"
4336,Sahara,Action,2005,124,PG-13,6,41,"102,268"
4337,Brewster's Millions,Comedy,1985,102,PG,6.5,37,"42,321"
4338,Rope,Crime,1948,80,Approved,7.9,73,"151,134"
4339,Unfriended,Horror,2014,83,R,5.6,59,"80,435"
4340,I Now Pronounce You Chuck & Larry,Comedy,2007,115,PG-13,5.9,37,"152,588"
4341,The Swimmers,Biography,2022,134,PG-13,7.4,62,"34,367"
4342,The Bling Ring,Biography,2013,90,R,5.6,66,"90,933"
4343,Anthropoid,Action,2016,120,R,7.2,59,"52,834"
4344,Grease 2,Comedy,1982,115,PG,4.5,52,"37,995"
4345,Yannick,Comedy,2023,67,,7.2,,"1,499"
4346,Narvik: Hitler's First Defeat,Drama,2022,108,TV-14,6.6,,"16,101"
4347,The Cutting Edge,Comedy,1992,101,PG,6.9,53,"21,859"
4348,Hearts in Atlantis,Drama,2001,101,PG-13,6.9,55,"40,634"
4349,Romy and Michele's High School Reunion,Comedy,1997,92,R,6.3,59,"51,917"
4350,Pay It Forward,Drama,2000,123,PG-13,7.2,40,"122,878"
4351,The Christmas Candle,Drama,2013,100,PG,6.2,33,"2,570"
4352,Pi,Drama,1998,84,R,7.3,72,"184,966"
4353,Machete Kills,Action,2013,107,R,5.6,41,"81,606"
4354,Crawl,Action,2019,87,R,6.1,60,"92,225"
4355,Naked Gun 33 1/3: The Final Insult,Comedy,1994,83,PG-13,6.5,63,"109,990"
4356,Death Race,Action,2008,105,R,6.4,43,"216,758"
4357,The Exorcism of Emily Rose,Drama,2005,119,PG-13,6.7,46,"138,267"
4358,Stuck in Love.,Comedy,2012,97,R,7.2,49,"91,245"
4359,From Hell,Horror,2001,122,R,6.7,54,"162,575"
4360,All Dirt Roads Taste of Salt,Drama,2023,92,PG,6,86,422
4361,Paprika,Drama,1991,99,Unrated,5.5,,"4,539"
4362,Heavy Metal,Animation,1981,86,R,6.6,51,"37,468"
4363,Rocky II,Drama,1979,119,PG,7.3,61,"227,306"
4364,Cat People,Fantasy,1982,118,R,6.2,61,"23,489"
4365,About Schmidt,Drama,2002,125,R,7.2,85,"132,225"
4366,Unthinkable,Crime,2010,97,R,7,,"91,274"
4367,The Straight Story,Biography,1999,112,G,8,86,"95,741"
4368,Dumplin',Comedy,2018,110,PG-13,6.5,53,"36,676"
4369,"The Wager: A Tale of Shipwreck, Mutiny, and Murder",Comedy,,N/A,,,,N/A
4370,Bagdad Cafe,Comedy,1987,95,PG,7.4,71,"14,850"
4371,Don't Break Me,Comedy,2023,94,,5.1,,251
4372,The Haunting,Fantasy,1999,113,PG-13,5,42,"79,764"
4373,City of Ember,Adventure,2008,90,PG,6.4,58,"69,017"
4374,An American Crime,Biography,2007,98,R,7.2,,"36,527"
4375,House of Tolerance,Drama,2011,122,Not Rated,6.7,75,"7,580"
4376,The Braid,Drama,2023,121,,7.5,,138
4377,Eden,Thriller,,N/A,,,,N/A
4378,Zoey 102,Comedy,2023,101,TV-14,4.9,,"1,859"
4379,The Call,Drama,2013,94,R,6.7,51,"128,489"
4380,Host,Horror,2020,N/A,Not Rated,6.5,73,"37,900"
4381,Captain Underpants: The First Epic Movie,Animation,2017,89,PG,6.2,69,"31,590"
4382,Drive Me Crazy,Comedy,1999,91,PG-13,5.8,42,"20,871"
4383,Home,Animation,2015,94,PG,6.5,55,"109,719"
4384,The Money Pit,Comedy,1986,91,PG,6.4,49,"61,155"
4385,The Do-Over,Action,2016,108,TV-MA,5.7,22,"50,313"
4386,Addicted,Drama,2014,106,R,5,32,"11,994"
4387,Insidious: Chapter 3,Horror,2015,97,PG-13,6.1,52,"116,371"
4388,The Siege,Action,1998,116,R,6.4,53,"76,983"
4389,The Verdict,Drama,1982,129,R,7.7,77,"44,844"
4390,Jaws 2,Adventure,1978,116,PG,5.8,51,"83,429"
4391,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996,89,R,6.5,53,"60,329"
4392,Wanderlust,Comedy,2012,98,R,5.6,53,"79,445"
4393,The Family,Comedy,2013,111,R,6.3,42,"121,663"
4394,Horns,Comedy,2013,120,R,6.4,46,"87,152"
4395,The Last American Virgin,Comedy,1982,92,R,6.3,43,"9,527"
4396,Teen Witch,Comedy,1989,93,PG-13,6,46,"10,218"
4397,Ice Age: The Meltdown,Animation,2006,91,PG,6.8,59,"292,179"
4398,Bell Book and Candle,Comedy,1958,106,Approved,6.8,,"12,563"
4399,"Alice, Darling",Drama,2022,89,R,5.5,65,"9,089"
4400,The Vampire Lovers,Horror,1970,91,R,6.4,63,"7,211"
4401,Till,Biography,2022,130,PG-13,7.2,78,"14,187"
4402,Dante's Peak,Action,1997,108,PG-13,6,43,"96,584"
4403,Sinbad: Legend of the Seven Seas,Animation,2003,86,PG,6.7,48,"58,457"
4404,Ginger Snaps,Drama,2000,108,Not Rated,6.8,70,"51,384"
4405,Interceptor,Action,2022,99,TV-MA,4.7,51,"26,808"
4406,Airplane II: The Sequel,Comedy,1982,85,PG,6.1,48,"55,772"
4407,Doubt,Drama,2008,104,PG-13,7.5,68,"134,851"
4408,Nine Days,Drama,2020,124,R,6.8,72,"10,900"
4409,"The Adventures of Priscilla, Queen of the Desert",Comedy,1994,104,R,7.5,70,"53,863"
4410,Save the Last Dance,Drama,2001,112,PG-13,6.2,53,"65,223"
4411,The Great Gatsby,Drama,1974,144,PG,6.4,43,"26,300"
4412,Significant Other,Drama,2022,84,R,5.7,57,"12,078"
4413,The Room,Drama,2019,100,Not Rated,6,,"23,048"
4414,The Artist,Comedy,2011,100,PG-13,7.9,89,"246,984"
4415,"Silent Night, Deadly Night Part 2",Horror,1987,88,R,3.8,,"8,608"
4416,Rookie of the Year,Comedy,1993,103,PG,6.1,53,"30,363"
4417,Next Friday,Comedy,2000,98,R,6.1,41,"43,317"
4418,Underworld: Evolution,Action,2006,106,R,6.7,36,"207,324"
4419,Walking Tall,Action,2004,86,PG-13,6.3,44,"109,158"
4420,John Tucker Must Die,Comedy,2006,89,PG-13,5.7,41,"87,192"
4421,Fremont,Drama,2023,91,,7,72,"1,067"
4422,The Lost King,Comedy,2022,108,PG-13,6.7,64,"7,059"
4423,Poison Ivy,Drama,1992,93,R,5.4,51,"19,820"
4424,Corner Office,Comedy,2022,101,PG-13,6,47,"3,953"
4425,In the Realm of the Senses,Drama,1976,109,X,6.6,,"22,342"
4426,The Last House on the Left,Crime,1972,84,R,5.9,68,"39,711"
4427,Death at a Funeral,Comedy,2007,90,R,7.3,67,"119,748"
4428,Joyland,Drama,2022,126,,7.6,82,"5,342"
4429,The Guardian,Action,2006,139,PG-13,6.9,53,"96,968"
4430,The Devils,Biography,1971,111,X,7.7,49,"17,674"
4431,The Ice Pirates,Action,1984,91,PG,5.6,44,"11,631"
4432,Ice Age: Collision Course,Animation,2016,94,PG,5.7,34,"72,855"
4433,The First Omen,Horror,2024,N/A,,,,N/A
4434,The Way Back,Drama,2020,108,R,6.7,66,"51,616"
4435,Lady and the Tramp,Animation,1955,76,G,7.3,78,"145,509"
4436,Like Mike,Comedy,2002,99,PG,5.4,47,"22,164"
4437,Friday Night Lights,Action,2004,118,PG-13,7.2,70,"66,131"
4438,The Sweetest Thing,Comedy,2002,84,R,5.2,32,"61,640"
4439,Hope Floats,Drama,1998,114,PG-13,6,42,"29,595"
4440,Grand Hotel,Drama,1932,112,Not Rated,7.3,79,"20,518"
4441,The Soccer Nanny,Comedy,2011,95,Unrated,5.2,,307
4442,Hardcore Henry,Action,2015,96,R,6.7,51,"100,513"
4443,The Curse of La Llorona,Horror,2019,93,R,5.2,41,"56,517"
4444,The Fog,Horror,1980,89,R,6.8,55,"81,504"
4445,To Catch a Thief,Mystery,1955,106,PG,7.4,82,"78,251"
4446,The VelociPastor,Action,2018,75,Not Rated,5.1,,"8,223"
4447,All Dogs Go to Heaven,Animation,1989,84,G,6.7,50,"45,243"
4448,After Sex,Comedy,2007,77,TV-MA,5.5,,"8,509"
4449,Fear Street: Part One - 1994,Drama,2021,107,R,6.2,67,"91,730"
4450,Get Shorty,Comedy,1995,105,R,6.9,81,"87,755"
4451,It Comes at Night,Drama,2017,91,R,6.2,78,"100,366"
4452,Sid and Nancy,Biography,1986,112,R,7,76,"34,253"
4453,Above the Shadows,Drama,2019,111,TV-14,6.1,,"4,329"
4454,The Caine Mutiny,Drama,1954,124,Not Rated,7.7,63,"29,366"
4455,Cordelia,Drama,2019,91,,4.7,66,"4,337"
4456,Patch Adams,Biography,1998,115,PG-13,6.8,25,"120,570"
